HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Name_length,FirstNameInitial,SurnameInitial,deck,num,Group,Group_size,All_Zero,Total_Spend
Mars,False,TRAPPIST-1e,35.0,False,174.0,0.0,381.0,0.0,62.0,False,12.0,W,R,F,448,2299,1,False,617.0
Europa,False,55 Cancri e,19.0,False,0.0,453.7582353625888,0.0,0.0,8195.0,False,18.0,G,A,C,81,2300,2,False,8648.75823536259
Europa,False,55 Cancri e,34.0,False,0.0,22.0,171.5456767136041,3028.0,3768.0,False,15.0,A,A,C,81,2300,2,False,6989.545676713604
Earth,False,TRAPPIST-1e,23.0,False,1010.0,0.0,33.0,10.0,0.0,True,14.0,C,H,F,449,2301,3,False,1053.0
Earth,False,55 Cancri e,37.0,False,1508.0,453.7582353625888,0.0,1.0,0.0,False,15.0,W,H,G,367,2301,3,False,1962.7582353625887
Earth,False,55 Cancri e,24.0,False,1367.0,0.0,1.0,0.0,0.0,False,15.0,M,H,F,449,2301,3,False,1368.0
Europa,False,TRAPPIST-1e,54.0,True,0.0,3381.0,0.0,4463.0,34.0,False,18.0,S,D,A,18,2302,1,False,7878.0
Mars,False,55 Cancri e,52.0,False,1377.0,0.0,32.0,22.0,0.0,True,10.0,B,C,F,468,2303,1,False,1431.0
Earth,True,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,False,14.0,V,Y,G,368,2305,1,True,0.0
Europa,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,16.0,B,C,C,82,2306,6,True,0.0
Europa,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,16.0,G,C,C,82,2306,6,True,0.0
Europa,False,TRAPPIST-1e,22.0,False,0.0,297.0,3.0,676.0,2924.0,False,16.0,A,C,C,82,2306,6,False,3900.0
Europa,False,55 Cancri e,27.0,False,0.0,12077.0,0.0,75.0,0.0,True,18.0,I,T,C,82,2306,6,False,12152.0
Europa,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,True,13.0,B,C,C,82,2306,6,True,0.0
Europa,False,55 Cancri e,47.0,False,1320.0,428.0,4.0,24.0,0.0,False,15.0,L,C,C,82,2306,6,False,1776.0
Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,14.0,P,P,D,77,2308,4,True,0.0
Europa,False,55 Cancri e,49.0,False,9.0,2426.0,95.0,1249.0,168.0,False,15.0,B,P,D,77,2308,4,False,3947.0
Europa,False,TRAPPIST-1e,33.0,False,0.0,2012.0,1.0,9124.0,4.0,False,17.0,A,P,D,77,2308,4,False,11141.0
Europa,False,TRAPPIST-1e,67.0,False,0.0,4715.0,0.0,599.0,6.0,True,17.0,P,P,D,77,2308,4,False,5320.0
Earth,True,PSO J318.5-22,5.0,False,0.0,0.0,0.0,0.0,0.0,False,17.0,F,W,G,371,2309,1,True,0.0
Europa,True,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,True,16.0,A,H,D,68,2310,4,True,0.0
Europa,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,True,15.0,G,H,D,68,2310,4,True,0.0
Europa,False,TRAPPIST-1e,59.0,False,0.0,2210.0,0.0,4085.0,11.0,False,14.0,E,P,D,68,2310,4,False,6306.0
Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,13.0,E,P,D,68,2310,4,True,0.0
Earth,False,TRAPPIST-1e,33.0,False,0.0,763.0,1.0,66.0,84.0,False,17.0,E,C,G,372,2311,1,False,914.0
Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,13.0,B,S,G,369,2312,1,True,0.0
Mars,False,TRAPPIST-1e,29.0,False,1365.0,0.0,791.0,210.0,0.0,False,9.0,L,K,F,469,2313,1,False,2366.0
Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,False,17.0,T,F,G,370,2314,1,True,0.0
Europa,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,16.0,M,S,B,67,2315,1,True,0.0
Earth,True,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,True,11.0,S,B,G,371,2316,1,True,0.0
Earth,False,TRAPPIST-1e,39.0,False,0.0,454.0,0.0,454.0,0.0,False,17.0,R,G,G,372,2317,1,False,908.0
Earth,False,TRAPPIST-1e,18.0,False,128.0,37.0,626.0,0.0,5.0,False,14.0,L,B,F,470,2318,1,False,796.0
Earth,True,PSO J318.5-22,57.0,False,0.0,0.0,0.0,0.0,0.0,False,13.0,E,E,G,373,2319,1,True,0.0
Earth,False,55 Cancri e,27.0,False,0.0,760.0,0.0,21.0,23.0,False,13.0,T,F,F,450,2320,1,False,804.0
Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,True,18.0,C,P,G,373,2321,1,True,0.0
Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,False,14.0,K,H,G,374,2325,1,True,0.0
Europa,False,TRAPPIST-1e,32.0,False,0.0,4106.0,388.0,892.0,2.0,True,16.0,A,O,B,68,2327,1,False,5388.0
Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,12.0,H,B,F,472,2329,1,True,0.0
Earth,False,TRAPPIST-1e,21.0,False,556.0,0.0,20.0,1589.0,0.0,False,14.0,C,M,F,453,2332,1,False,2165.0
Mars,False,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,False,11.0,I,F,E,137,2333,1,True,0.0
Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,16.0,A,F,A,30,2336,2,True,0.0
Europa,False,TRAPPIST-1e,44.0,True,1409.0,910.0,17.0,1452.0,3782.0,False,15.0,W,F,A,30,2336,2,False,7570.0
Earth,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,14.0,E,M,G,376,2338,2,True,0.0
Earth,False,TRAPPIST-1e,26.0,False,14.0,0.0,0.0,857.0,0.0,False,14.0,J,M,F,474,2338,2,False,871.0
Mars,False,TRAPPIST-1e,46.0,False,1290.0,0.0,57.0,0.0,0.0,False,10.0,B,S,F,475,2339,1,False,1347.0
Earth,False,PSO J318.5-22,24.0,False,0.0,0.0,648.0,0.0,0.0,False,12.0,K,H,F,454,2340,1,False,648.0
Earth,False,TRAPPIST-1e,15.0,False,0.0,785.0,0.0,0.0,0.0,True,17.0,K,H,F,455,2341,1,False,785.0
Earth,True,PSO J318.5-22,53.0,False,0.0,0.0,0.0,0.0,0.0,False,14.0,E,B,G,378,2345,1,True,0.0
Earth,False,55 Cancri e,28.0,False,613.0,22.0,0.0,0.0,0.0,False,17.0,E,W,F,477,2347,7,False,635.0
Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,16.0,J,W,G,377,2347,7,True,0.0
Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False,15.0,W,W,G,377,2347,7,True,0.0
Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,True,17.0,J,W,G,377,2347,7,True,0.0
Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,17.0,L,W,G,377,2347,7,True,0.0
Earth,False,55 Cancri e,31.0,False,1.0,453.7582353625888,2.0,605.0,0.0,False,17.0,T,W,G,377,2347,7,False,1061.7582353625887
Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,False,16.0,F,W,G,377,2347,7,True,0.0
Europa,False,55 Cancri e,44.0,True,0.0,1223.0,78.0,1418.0,1239.0,False,15.0,A,A,D,78,2348,1,False,3958.0
Earth,False,TRAPPIST-1e,35.0,False,0.0,722.0,0.0,0.0,185.0,False,11.0,A,B,G,379,2349,1,False,907.0
Earth,False,TRAPPIST-1e,30.0,False,27.0,5412.0,86.0,308.5643864351474,0.0,True,16.0,J,M,G,380,2353,2,False,5833.564386435148
Earth,False,55 Cancri e,13.0,False,880.0,0.0,0.0,0.0,0.0,False,16.0,L,M,F,457,2353,2,False,880.0
Mars,False,TRAPPIST-1e,45.0,True,773.0,82.0,0.0,6.0,0.0,False,10.0,K,P,D,80,2356,3,False,861.0
Mars,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,10.0,A,P,D,80,2356,3,True,0.0
Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,10.0,L,P,D,80,2356,3,True,0.0
Earth,False,TRAPPIST-1e,20.0,False,0.0,409.0,994.0,215.0,0.0,False,12.0,V,W,E,139,2357,1,False,1618.0
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,16.0,D,B,G,379,2360,1,True,0.0
Earth,True,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,False,13.0,T,B,G,380,2361,2,True,0.0
Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,792.0,0.0,0.0,True,13.0,M,B,F,481,2361,2,False,792.0
Europa,False,TRAPPIST-1e,28.0,False,2416.0,8926.0,41.0,1.0,462.0,True,14.0,C,U,C,85,2363,1,False,11846.0
Earth,False,TRAPPIST-1e,44.0,False,0.0,4.0,6.0,864.0,33.0,True,11.0,S,R,G,381,2364,1,False,907.0
Europa,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,12.0,S,C,D,71,2365,1,True,0.0
Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,False,12.0,A,R,F,482,2366,1,True,0.0
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,1.0,644.0,0.0,False,12.0,M,B,F,483,2367,1,False,645.0
Mars,False,TRAPPIST-1e,22.0,False,579.0,0.0,267.0,0.0,108.0,False,10.0,P,P,E,141,2368,1,False,954.0
Earth,False,TRAPPIST-1e,30.0,False,3.0,0.0,880.0,0.0,40.0,False,16.0,N,Y,F,484,2369,1,False,923.0
Europa,False,TRAPPIST-1e,36.0,False,0.0,4756.0,0.0,7818.0,96.0,False,12.0,B,A,D,81,2373,1,False,12670.0
Mars,False,TRAPPIST-1e,20.0,False,464.0,0.0,1432.0,0.0,0.0,True,10.0,G,S,E,166,2374,1,False,1896.0
Earth,False,55 Cancri e,22.0,False,0.0,0.0,659.0,94.0,0.0,True,16.0,J,F,G,383,2375,1,False,753.0
Earth,False,55 Cancri e,22.0,False,0.0,30.0,0.0,0.0,673.0,False,16.0,H,C,F,459,2376,1,False,703.0
Europa,True,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,True,13.0,A,N,C,83,2377,1,True,0.0
Earth,False,TRAPPIST-1e,35.0,False,194.0,0.0,678.0,0.0,0.0,False,15.0,M,G,F,487,2379,1,False,872.0
Earth,False,55 Cancri e,41.0,False,0.0,33.0,0.0,1324.0,0.0,False,14.0,A,F,F,488,2382,1,False,1357.0
Earth,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,False,17.0,P,C,G,383,2384,7,True,0.0
Earth,True,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,False,16.0,L,C,G,383,2384,7,True,0.0
Earth,False,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,18.0,C,P,G,383,2384,7,True,0.0
Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,17.0,L,C,G,383,2384,7,True,0.0
Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,False,17.0,R,P,G,383,2384,7,True,0.0
Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,False,17.0,L,C,G,383,2384,7,True,0.0
Europa,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,17.0,N,P,F,383,2384,7,True,0.0
Mars,False,TRAPPIST-1e,23.0,False,1773.0,0.0,78.0,0.0,3.0,False,11.0,J,P,F,461,2385,1,False,1854.0
Earth,False,TRAPPIST-1e,58.0,False,222.6473806752037,400.0,0.0,690.0,490.0,True,17.0,D,E,E,142,2387,1,False,1802.6473806752037
Earth,False,TRAPPIST-1e,22.0,False,0.0,46.0,0.0,676.0,0.0,False,11.0,A,S,G,384,2389,1,False,722.0
Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,171.5456767136041,59.0,4120.0,False,18.0,J,B,G,385,2390,1,False,4350.545676713604
Earth,False,TRAPPIST-1e,20.0,False,768.0,19.0,0.0,1.0,0.0,False,13.0,C,H,E,143,2391,1,False,788.0
Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,12.0,I,S,G,386,2392,1,True,0.0
Earth,False,TRAPPIST-1e,49.0,False,712.0,1.0,0.0,0.0,301.8030497031777,False,16.0,O,T,G,387,2395,1,False,1014.8030497031777
Earth,False,TRAPPIST-1e,46.0,False,0.0,557.0,0.0,287.0,781.0,False,16.0,D,H,E,168,2396,2,False,1625.0
Earth,False,TRAPPIST-1e,30.0,False,854.0,0.0,30.0,0.0,0.0,False,16.0,S,H,G,386,2396,2,False,884.0
Earth,False,55 Cancri e,36.0,False,0.0,810.0,0.0,0.0,0.0,False,12.0,E,R,G,387,2397,1,False,810.0
Earth,False,TRAPPIST-1e,21.0,False,0.0,780.0,44.0,0.0,5.0,False,17.0,L,B,F,490,2398,1,False,829.0
Mars,False,TRAPPIST-1e,25.0,True,854.0,0.0,319.0,0.0,0.0,False,10.0,S,S,E,169,2399,1,False,1173.0
Earth,True,PSO J318.5-22,42.0,False,0.0,0.0,0.0,0.0,0.0,True,14.0,L,F,G,388,2401,1,True,0.0
Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,False,16.0,G,V,G,389,2402,1,True,0.0
Earth,False,TRAPPIST-1e,25.0,False,7.0,0.0,0.0,877.0,0.0,False,15.0,A,F,G,388,2403,1,False,884.0
Europa,False,TRAPPIST-1e,29.0,False,0.0,544.0,7.0,2650.0,1561.0,False,17.0,S,D,C,86,2404,4,False,4762.0
Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,16.0,A,D,C,86,2404,4,True,0.0
Europa,False,55 Cancri e,36.0,False,828.0,5553.0,130.0,47.0,1171.0,True,16.0,G,O,C,86,2404,4,False,7729.0
Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,14.0,D,D,C,86,2404,4,True,0.0
Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,10.0,C,P,F,465,2406,1,True,0.0
Earth,False,55 Cancri e,22.0,False,292.0,395.0,0.0,0.0,3.0,False,17.0,B,P,F,492,2409,2,False,690.0
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,18.0,E,P,G,390,2409,2,True,0.0
Earth,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,14.0,D,B,G,391,2410,1,True,0.0
Earth,False,TRAPPIST-1e,29.0,False,19.0,2115.0,17.0,308.5643864351474,0.0,True,16.0,B,H,F,493,2411,1,False,2459.5643864351473
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,15.0,R,B,G,392,2412,1,True,0.0
Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True,18.0,T,B,G,390,2413,1,True,0.0
Europa,False,TRAPPIST-1e,42.0,False,0.0,1829.0,2.0,3133.0,2447.0,False,15.0,M,H,T,1,2414,1,False,7411.0
Earth,False,TRAPPIST-1e,43.0,False,9.0,0.0,1079.0,0.0,729.0,False,12.0,L,N,G,391,2416,1,False,1817.0
Earth,False,TRAPPIST-1e,32.0,False,11.0,31.0,0.0,836.0,9.0,False,18.0,S,M,G,393,2417,1,False,887.0
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,15.0,E,M,G,394,2419,1,True,0.0
Mars,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,12.0,C,S,E,145,2421,1,True,0.0
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,False,13.0,B,B,G,395,2423,1,True,0.0
Earth,False,TRAPPIST-1e,34.0,False,34.0,223.0,1559.0,0.0,0.0,True,15.0,H,F,G,393,2424,1,False,1816.0
Mars,True,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,True,11.0,C,G,F,466,2426,2,True,0.0
Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,9.0,K,G,F,466,2426,2,True,0.0
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,15.0,M,G,B,94,2427,1,True,0.0
Earth,False,TRAPPIST-1e,17.0,False,112.0,56.0,332.0,0.0,606.0,False,15.0,I,V,F,497,2429,1,False,1106.0
Earth,False,TRAPPIST-1e,13.0,False,0.0,2.0,0.0,566.0,208.0,False,12.0,C,J,F,498,2431,1,False,776.0
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,79.0,308.5643864351474,0.0,False,17.0,C,A,F,499,2432,1,False,387.5643864351474
Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,13.0,K,A,C,84,2433,1,True,0.0
Earth,False,TRAPPIST-1e,33.0,False,4.0,0.0,28.0,0.0,2757.0,False,13.0,L,B,F,467,2435,1,False,2789.0
Earth,False,TRAPPIST-1e,21.0,False,759.0,0.0,0.0,308.5643864351474,40.0,False,13.0,G,F,F,501,2436,1,False,1107.5643864351473
Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,11.0,T,S,F,503,2438,1,True,0.0
Earth,False,TRAPPIST-1e,24.0,False,227.0,537.0,13.0,0.0,0.0,True,16.0,N,B,F,504,2439,1,False,777.0
Earth,False,55 Cancri e,17.0,False,0.0,11.0,493.0,0.0,372.0,False,15.0,T,B,F,468,2441,1,False,876.0
Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,11.0,B,P,F,505,2442,1,True,0.0
Mars,False,TRAPPIST-1e,31.0,False,1458.0,421.0,76.0,0.0,0.0,False,14.0,B,I,D,72,2443,1,False,1955.0
Earth,False,55 Cancri e,43.0,False,6.0,236.0,3.0,448.0,54.0,False,12.0,B,P,F,506,2444,1,False,747.0
Earth,False,TRAPPIST-1e,43.0,False,602.0,3.0,27.0,89.0,69.0,False,12.0,S,L,E,170,2445,1,False,790.0
Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,661.0,0.0,94.0,True,18.0,L,H,F,507,2446,1,False,755.0
Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,9.0,H,N,F,508,2449,3,True,0.0
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False,10.0,T,N,E,146,2449,3,True,0.0
Mars,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,10.0,M,N,F,508,2449,3,True,0.0
Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,False,16.0,V,C,G,395,2451,1,True,0.0
Earth,False,55 Cancri e,42.0,False,526.0,2.0,28.0,161.0,301.8030497031777,False,11.0,L,W,F,470,2452,1,False,1018.8030497031777
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,9.0,T,T,E,147,2453,1,True,0.0
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,157.0,644.0,False,18.0,J,M,F,510,2454,1,False,801.0
Mars,False,TRAPPIST-1e,42.0,False,554.0,0.0,1168.0,0.0,275.0,False,11.0,N,M,F,471,2455,1,False,1997.0
Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,False,12.0,D,J,G,399,2456,1,True,0.0
Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,11.0,B,R,G,400,2457,1,True,0.0
Earth,False,TRAPPIST-1e,21.0,False,31.0,93.0,578.0,0.0,0.0,True,15.0,R,M,F,511,2458,1,False,702.0
Earth,True,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,True,9.0,M,S,G,402,2460,1,True,0.0
Earth,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,False,12.0,I,L,G,396,2461,1,True,0.0
Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,False,17.0,Y,F,G,397,2462,1,True,0.0
Earth,False,TRAPPIST-1e,48.0,False,58.0,0.0,12.0,308.5643864351474,0.0,False,17.0,L,J,E,171,2463,1,False,378.5643864351474
Earth,False,TRAPPIST-1e,42.0,False,222.6473806752037,1.0,61.0,897.0,0.0,False,14.0,C,H,F,472,2466,1,False,1181.6473806752037
Mars,False,TRAPPIST-1e,42.0,False,999.0,0.0,49.0,0.0,11.0,False,11.0,G,D,D,83,2467,1,False,1059.0
Earth,False,TRAPPIST-1e,23.0,False,139.0,0.0,0.0,567.0,0.0,False,13.0,M,B,G,398,2470,2,False,706.0
Earth,False,TRAPPIST-1e,26.0,False,0.0,453.7582353625888,0.0,543.0,301.8030497031777,False,12.0,N,B,G,398,2470,2,False,1298.5612850657665
Earth,False,TRAPPIST-1e,45.0,False,0.0,0.0,450.0,94.0,364.0,False,14.0,B,J,G,403,2471,1,False,908.0
Earth,False,TRAPPIST-1e,30.0,False,756.0,4.0,30.0,0.0,0.0,False,16.0,E,P,E,173,2472,1,False,790.0
Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,9.0,B,C,F,475,2474,1,True,0.0
Europa,False,TRAPPIST-1e,27.0,False,0.0,27.0,0.0,3573.0,3643.0,False,14.0,G,F,C,85,2475,1,False,7243.0
Earth,False,TRAPPIST-1e,35.0,False,0.0,0.0,1.0,0.0,1264.0,False,11.0,L,A,F,512,2476,1,False,1265.0
Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,16.0,N,S,C,86,2477,2,True,0.0
Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,16.0,H,S,C,86,2477,2,True,0.0
Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,False,14.0,A,B,G,404,2478,1,True,0.0
Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,False,17.0,J,G,G,404,2479,1,True,0.0
Earth,False,55 Cancri e,41.0,False,682.0,0.0,0.0,0.0,17.0,False,14.0,A,L,F,476,2480,1,False,699.0
Earth,False,55 Cancri e,35.0,False,2594.0,195.0,0.0,0.0,0.0,False,14.0,E,C,F,477,2483,1,False,2789.0
Earth,False,TRAPPIST-1e,26.0,False,552.0,192.0,30.0,0.0,1.0,False,16.0,M,L,F,513,2486,2,False,775.0
Earth,False,TRAPPIST-1e,17.0,False,584.0,738.0,54.0,0.0,621.0,False,15.0,A,L,F,513,2486,2,False,1997.0
Mars,False,TRAPPIST-1e,69.0,False,4483.0,0.0,525.0,0.0,500.0,False,9.0,M,W,D,85,2488,1,False,5508.0
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,18.0,A,P,B,72,2489,1,True,0.0
Earth,False,PSO J318.5-22,25.0,False,2.0,2762.0,552.0,0.0,1391.0,False,15.0,E,H,G,401,2491,1,False,4707.0
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,12.0,P,B,F,480,2492,1,True,0.0
Earth,False,TRAPPIST-1e,25.0,False,64.0,0.0,0.0,660.0,0.0,False,11.0,I,G,F,481,2496,1,False,724.0
Earth,False,55 Cancri e,36.0,False,0.0,0.0,0.0,33.0,619.0,False,15.0,G,F,F,481,2497,1,False,652.0
Earth,False,TRAPPIST-1e,14.0,False,148.0,0.0,34.0,808.0,0.0,False,14.0,D,K,E,176,2498,1,False,990.0
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,14.0,M,V,C,89,2499,1,True,0.0
Earth,False,TRAPPIST-1e,22.0,False,272.0,44.0,0.0,1064.0,418.0,False,18.0,C,H,G,403,2500,1,False,1798.0
Earth,False,TRAPPIST-1e,24.0,False,873.0,12.0,1.0,0.0,3.0,False,16.0,K,B,G,404,2502,1,False,889.0
Mars,False,TRAPPIST-1e,27.0,False,311.0,0.0,745.0,232.0,0.0,False,12.0,F,S,F,516,2503,2,False,1288.0
Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,9.0,E,S,F,516,2503,2,True,0.0
Earth,False,TRAPPIST-1e,19.0,False,0.0,13.0,291.0,481.0,2.0,False,10.0,D,M,E,149,2505,2,False,787.0
Earth,False,TRAPPIST-1e,19.0,False,0.0,5.0,4.0,541.0,238.0,False,13.0,H,M,E,149,2505,2,False,788.0
Europa,False,55 Cancri e,38.0,False,0.0,2506.0,46.0,11001.0,5.0,False,17.0,C,A,A,19,2506,3,False,13558.0
Europa,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,17.0,M,A,A,19,2506,3,True,0.0
Europa,False,55 Cancri e,23.0,False,36.0,2467.0,0.0,381.0,803.0,False,17.0,A,A,A,19,2506,3,False,3687.0
Europa,True,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,True,14.0,P,S,D,86,2508,2,True,0.0
Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,14.0,P,S,D,86,2508,2,True,0.0
Earth,False,TRAPPIST-1e,43.0,False,0.0,9.0,1145.0,0.0,0.0,False,13.0,W,G,F,483,2509,1,False,1154.0
Mars,False,TRAPPIST-1e,28.0,False,34.0,0.0,1342.0,91.0,0.0,True,10.0,D,C,F,517,2510,1,False,1467.0
Europa,False,55 Cancri e,33.0,False,0.0,8759.0,0.0,2788.0,4513.0,False,17.0,S,P,C,91,2512,2,False,16060.0
Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,16.0,W,P,C,91,2512,2,True,0.0
Earth,False,TRAPPIST-1e,28.0,False,0.0,55.0,0.0,656.0,0.0,False,14.0,L,M,F,91,2513,1,False,711.0
Europa,False,55 Cancri e,28.0,True,2.0,2144.0,0.0,435.0,5872.0,False,12.0,Z,F,B,96,2515,2,False,8453.0
Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,13.0,K,F,B,96,2515,2,True,0.0
Earth,False,55 Cancri e,29.0,False,75.0,17.0,0.0,211.0,506.0,False,13.0,E,R,G,406,2516,1,False,809.0
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,15.0,M,F,C,87,2518,2,True,0.0
Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,17.0,A,F,C,87,2518,2,True,0.0
Earth,False,TRAPPIST-1e,24.0,False,172.0,775.0,344.0,0.0,0.0,True,11.0,L,W,F,485,2519,1,False,1291.0
Europa,False,TRAPPIST-1e,59.0,False,0.0,5407.0,0.0,285.0,1135.0,False,15.0,A,C,C,88,2520,1,False,6827.0
Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,False,8.0,S,C,E,151,2521,1,True,0.0
Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,11.0,G,C,F,520,2522,1,True,0.0
